invoice_no,Quantity,Revenue,segment
574624,191,538.74,0
574629,49,196.59,2
574631,40,287.4,2
574643,134,214.92000000000002,2
574653,80,132.0,2
574654,53,137.05,2
574655,90,191.51,2
574656,107,196.9,2
574657,232,439.66,0
574659,95,203.84,2
574660,221,283.56,2
574661,163,396.65000000000003,2
574662,217,424.07,2
574663,169,341.72,2
574664,76,158.8,2
574665,6,17.34,2
574667,221,484.77,0
574668,6,29.700000000000003,2
574669,120,223.08,2
574670,125,251.71,2
574671,45,100.28,2
574672,129,210.31,2
574673,534,371.4,0
574674,57,109.85,2
574675,244,430.64,0
574676,59,133.25,2
574677,109,208.06,2
574678,821,1295.57,0
574679,148,232.12,2
574680,304,553.1,0
574681,264,270.0,2
574682,179,288.08,2
574683,151,300.28,2
574684,518,787.09,0
574685,86,174.9,2
574686,225,186.19,2
574687,10,14.5,2
574688,4,5.8,2
574689,2,3.9,2
574690,541,498.25,0
574691,93,124.51,2
574692,81,144.3,2
574693,68,150.62,2
574694,134,245.56,2
574695,18,67.69,2
574696,122,202.88,2
574697,60,90.36000000000001,2
574698,44,82.6,2
574699,167,303.25,2
574700,595,1043.54,0
574701,156,248.84,2
574702,135,258.13,2
574703,18,23.39,2
574704,213,613.41,0
574705,19,19.45,2
574706,196,265.8,2
574707,354,1200.02,0
574708,10,70.8,2
574709,554,804.08,0
574710,247,457.26,0
574711,18,78.0,2
574713,65,169.57,2
574714,390,537.87,0
574715,93,346.35,2
574716,26,72.13,2
574717,38,88.9,2
574718,228,421.8,2
574719,210,304.46000000000004,2
574720,251,423.41,0
574721,189,312.76,2
574722,374,360.31,0
574723,32,82.94,2
574724,20,99.0,2
574725,70,121.06,2
574726,297,347.59,0
574727,10,9.14,2
574728,191,277.71,2
574730,24,55.5,2
574731,12,35.400000000000006,2
574732,356,694.5,0
574733,567,1140.71,0
574734,183,350.01,2
574735,50,59.36,2
574736,4,31.8,2
574737,259,558.59,0
574738,138,241.14000000000001,2
574739,186,348.38,2
574740,1603,3410.81,1
574741,261,360.82,0
574742,4,5.0,2
574743,75,218.29,2
574744,106,266.36,2
574745,192,123.96,2
574746,108,489.6,2
574747,239,357.81,2
574749,366,522.86,0
574750,216,361.38,2
574751,27,44.85,2
574752,12,24.96,2
574754,94,129.76000000000002,2
574755,70,286.32,2
574756,128,306.2,2
574777,160,285.64,2
574824,128,268.64,2
574826,332,342.94,0
574827,48,45.599999999999994,2
574830,211,285.31,2
574831,134,67.6,2
574832,140,462.6,2
574833,33,100.95,2
574834,160,528.3,2
574835,136,407.96000000000004,2
574836,263,503.15000000000003,0
574837,298,396.49,0
574839,101,346.90000000000003,2
574840,79,143.22,2
574841,21,67.83,2
574842,61,114.75,2
574844,88,194.26,2
574846,82,148.26,2
574852,81,186.71,2
574856,439,1887.47,0
574861,65,166.92,2
574862,248,487.98,0
574863,372,613.94,0
574864,360,714.66,0
574866,207,226.57,2
574867,95,207.99,2
574868,108,269.1,2
574869,137,242.87,2
574870,73,99.39,2
574871,27,118.92,2
574873,79,201.05,2
574874,66,155.8,2
574877,202,231.42,2
574878,20,119.28999999999999,2
574880,42,114.45,2
574881,63,115.23,2
574882,174,392.07,2
574883,83,102.34,2
574885,88,164.16,2
574887,128,154.72,2
574888,78,162.3,2
574889,63,213.45,2
574890,20,75.0,2
574891,51,93.69,2
574892,226,398.88,2
574893,79,149.43,2
574895,100,316.42,2
574896,60,143.06,2
574898,464,804.74,0
574899,100,101.4,2
574901,280,510.67,0
574903,186,305.62,2
574907,169,341.51,2
574908,24,42.96,2
574909,43,114.47,2
574910,118,156.72,2
574911,130,151.04,2
574913,22,97.7,2
574914,140,170.58,2
574915,226,661.98,0
574916,68,177.3,2
574917,28,38.14,2
574918,160,208.95000000000002,2
574919,52,102.3,2
574920,160,418.26,2
574921,251,686.85,0
574923,117,176.55,2
574933,96,153.3,2
574934,180,303.16,2
574935,44,102.80000000000001,2
574936,135,139.31,2
574937,5,35.25,2
574938,12,19.8,2
574939,8,19.59,2
574940,130,172.88,2
574941,61,247.95000000000002,2
574942,48,29.759999999999998,2
574943,108,119.4,2
574944,96,94.56,2
574945,122,303.3,2
574947,36,65.4,2
574948,56,192.0,2
574949,138,194.3,2
574950,931,2270.14,1
574951,66,313.58,2
574952,123,172.33,2
574953,220,316.36,2
574956,269,589.83,0
574958,242,260.38,2
574959,112,198.92000000000002,2
574960,228,615.36,0
574961,114,79.61999999999999,2
574962,351,817.77,0
574963,176,316.22,2
574964,96,166.07999999999998,2
574965,96,163.25,2
574966,48,132.64000000000001,2
574967,346,1512.31,0
574994,61,138.16,2
575003,153,333.69,2
575007,516,528.24,0
575017,89,114.23,2
575034,63,113.33,2
575036,199,407.55,2
575037,181,271.25,2
575039,243,309.32,2
575040,300,585.76,0
575041,137,335.93,2
575043,1,4.95,2
575045,54,101.64,2
575046,81,147.25,2
575049,404,543.32,0
575051,208,399.04,2
575053,24,56.6,2
575054,163,337.89,2
575057,1,4.15,2
575059,82,114.58,2
575060,375,915.89,0
575061,26,111.9,2
575062,190,303.28000000000003,2
575063,138,316.14,2
575066,105,140.97,2
575067,347,634.25,0
575068,170,249.7,2
575069,61,174.11,2
575070,364,672.7,0
575071,70,145.6,2
575072,44,60.599999999999994,2
575073,539,722.07,0
575074,94,150.04,2
575075,57,182.55,2
575076,328,554.5600000000001,0
575077,72,209.5,2
575078,146,320.34000000000003,2
575080,24,20.4,2
575083,80,108.2,2
575084,2,7.4,2
575085,100,270.54,2
575086,534,965.0799999999999,0
575087,100,267.6,2
575088,18,64.7,2
575089,264,422.04,0
575090,23,67.65,2
575091,439,516.85,0
575117,165,207.52,2
575127,168,296.78000000000003,2
575128,266,447.68,0
575129,62,231.78,2
575130,5,12.01,2
575131,50,166.7,2
575132,166,303.6,2
575133,18,43.92,2
575134,26,97.7,2
575135,20,81.42,2
575136,178,366.78000000000003,2
575137,368,764.04,0
575138,609,2519.27,1
575139,216,274.63,2
575140,60,134.4,2
575141,435,787.2900000000001,0
575143,147,260.04,2
575144,235,472.76,0
575145,72,154.0,2
575146,146,577.8,2
575147,12,45.0,2
575148,181,377.05,2
575149,22,76.5,2
575151,128,248.08,2
575152,246,408.51,0
575154,78,135.32,2
575162,1,5.95,2
575163,2,9.9,2
575164,191,377.35,2
575165,44,74.03999999999999,2
575166,108,71.0,2
575167,122,251.82,2
575168,110,227.68,2
575169,181,368.46000000000004,2
575170,23,108.85000000000001,2
575176,1171,2823.7799999999997,1
575177,956,2377.81,1
575178,10,70.8,2
575179,89,317.65,2
575181,150,312.0,2
575182,20,33.0,2
575183,185,321.09,2
575185,100,436.8,2
575186,185,216.95,2
575187,174,93.0,2
575188,116,257.1,2
575189,24,25.2,2
575190,60,301.8,2
575191,60,162.0,2
575192,48,124.8,2
575193,340,616.24,0
575194,186,298.62,2
575195,202,271.36,2
575197,46,41.08,2
575198,19,71.25,2
575199,369,579.62,0
575200,6,12.48,2
575202,220,308.66,2
575203,24,42.96,2
575204,42,99.18,2
575206,382,637.62,0
575207,170,254.1,2
575208,24,15.6,2
575209,48,49.800000000000004,2
575210,120,294.24,2
575211,133,266.31,2
575212,169,270.03,2
575214,277,216.02,2
575215,25,124.25,2
575216,355,522.52,0
575217,47,117.65,2
575218,119,268.85,2
575219,321,809.26,0
575221,323,622.3000000000001,0
575222,132,298.56,2
575256,72,149.27999999999997,2
575258,105,134.49,2
575269,427,611.61,0
575297,50,172.14000000000001,2
575298,188,366.68,2
575299,100,345.26,2
575300,120,270.2,2
575301,13,48.79,2
575302,36,56.96,2
575303,90,176.55,2
575304,6,8.9,2
575305,148,274.0,2
575312,196,222.0,2
575317,26,41.7,2
575318,286,397.94,0
575319,31,76.05,2
575320,186,270.9,2
575321,38,83.14,2
575322,24,34.980000000000004,2
575323,279,514.9300000000001,0
575324,335,615.69,0
575325,149,291.3,2
575326,151,313.83000000000004,2
575329,28,112.4,2
575330,232,293.96,2
575331,557,1019.0600000000001,0
575333,95,360.61,2
575334,254,451.72,0
575336,126,139.09,2
575337,133,185.44,2
575339,82,159.02,2
575340,489,764.33,0
575342,93,229.57,2
575352,48,60.0,2
575356,10,49.5,2
575360,58,101.69999999999999,2
575366,326,431.74,0
575367,420,461.71999999999997,0
575368,97,182.23000000000002,2
575369,288,376.68,0
575370,44,125.80000000000001,2
575371,108,110.75999999999999,2
575383,148,126.11999999999999,2
575384,177,470.53000000000003,2
575387,64,76.8,2
575388,12,35.400000000000006,2
575389,101,97.63,2
575390,60,55.32,2
575391,90,87.78,2
575392,215,209.48,2
575410,168,379.6,2
575418,10,20.8,2
575433,10,20.8,2
575475,202,306.6,2
575476,61,70.43,2
575477,1179,3126.79,1
575480,53,182.55,2
575481,508,418.78,0
575482,172,278.78,2
575483,122,361.1,2
575484,139,338.43,2
575485,87,163.17,2
575486,316,721.52,0
575487,374,404.84,0
575490,130,158.82,2
575491,784,1348.82,0
575492,64,108.5,2
575493,111,210.69,2
575494,4,33.0,2
575495,170,553.0600000000001,2
575496,72,188.4,2
575497,12,34.68,2
575498,12,15.0,2
575499,186,378.92,2
575500,328,415.55,0
575501,106,170.7,2
575502,216,350.4,2
575504,290,591.22,0
575507,137,525.01,2
575508,64,271.2,2
575509,54,198.90000000000003,2
575510,32,136.0,2
575512,667,1064.08,0
575514,256,336.04,2
575515,143,245.55,2
575516,1371,3001.1,1
575517,104,271.52,2
575519,113,171.91,2
575520,138,207.16,2
575563,138,206.74,2
575574,62,110.14,2
575576,338,439.65999999999997,0
575581,32,45.6,2
575583,173,230.54,2
575584,100,227.4,2
575586,108,185.04,2
575587,300,324.35,0
575589,274,514.16,0
575591,46,106.1,2
575593,132,303.12,2
575595,60,125.4,2
575601,27,71.05,2
575602,456,724.73,0
575603,109,197.85,2
575604,90,212.70000000000002,2
575605,145,290.26,2
575607,905,2558.0299999999997,1
575609,227,364.25,2
575610,361,568.21,0
575611,260,113.5,2
575612,423,817.9300000000001,0
575618,70,119.30000000000001,2
575619,120,495.6,2
575620,125,198.39000000000001,2
575621,50,89.19,2
575622,369,352.23,0
575623,188,209.23,2
575624,127,224.17000000000002,2
575627,133,111.79,2
575628,48,151.08,2
575629,206,157.54,2
575631,125,154.22,2
575633,24,150.8,2
575634,112,184.06,2
575637,143,356.18,2
575639,96,121.80000000000001,2
575640,58,159.21,2
575642,159,271.65,2
575643,148,328.28000000000003,2
575647,392,856.4100000000001,0
575649,76,278.97,2
575652,4,23.8,2
575654,67,280.49,2
575655,51,90.33,2
575656,483,1347.5700000000002,0
575657,58,112.03999999999999,2
575658,12,24.96,2
575659,68,179.76,2
575660,76,149.8,2
575661,208,333.08,2
575668,61,108.4,2
575671,234,485.7,0
575673,132,266.76,2
575674,52,105.48,2
575675,1,1.95,2
575676,6,29.700000000000003,2
575677,4,17.7,2
575678,350,516.66,0
575680,428,563.52,0
575681,245,343.3,2
575682,141,279.5,2
575683,48,241.2,2
575684,32,63.2,2
575685,114,437.46,2
575686,174,347.68,2
575687,427,1561.53,0
575688,106,181.08,2
575689,56,139.36,2
575690,208,314.66,2
575691,29,108.15,2
575692,202,274.8,2
575693,78,265.2,2
575694,127,165.05,2
575695,94,226.60000000000002,2
575696,8,10.0,2
575697,60,77.64,2
575698,310,383.96,0
575700,148,329.68,2
575701,296,694.9200000000001,0
575702,92,108.86,2
575703,38,136.9,2
575705,224,568.64,0
575706,248,360.84,2
575707,187,324.15,2
575708,89,75.98,2
575710,19,49.730000000000004,2
575711,48,65.28,2
575712,36,30.119999999999997,2
575713,146,218.28,2
575718,65,210.92000000000002,2
575723,162,296.98,2
575724,23,102.65,2
575725,301,417.2,0
575726,241,432.61,0
575727,24,84.60000000000001,2
575728,366,822.33,0
575729,192,363.06,2
575730,61,120.61,2
575731,80,142.24,2
575732,47,171.65,2
575733,126,178.26000000000002,2
575734,60,188.68,2
575735,152,320.8,2
575736,76,155.6,2
575737,80,169.2,2
575738,120,138.92000000000002,2
575739,1114,2783.83,1
575740,287,386.72,0
575741,42,110.4,2
575742,180,328.96000000000004,2
575743,16,32.0,2
575744,84,210.44,2
575745,110,203.6,2
575747,208,329.28,2
575748,441,1894.95,0
575750,110,306.86,2
575751,673,1558.3600000000001,0
575753,148,218.61,2
575754,48,80.74000000000001,2
575755,279,272.58,2
575756,92,155.37,2
575757,71,147.1,2
575759,71,86.97,2
575760,247,469.63,0
575764,26,32.5,2
575765,211,325.01,2
575766,132,254.17,2
575767,112,181.85999999999999,2
575787,319,415.96000000000004,0
575828,134,231.9,2
575837,298,300.56,0
575838,147,288.63,2
575840,407,682.17,0
575842,189,269.29,2
575843,121,148.96,2
575844,14,14.28,2
575845,124,186.12,2
575846,579,818.58,0
575847,58,139.10000000000002,2
575848,231,236.86,2
575849,145,188.66,2
575851,217,188.47,2
575852,153,336.04,2
575853,25,81.43,2
575854,464,960.58,0
575855,73,160.89,2
575856,177,220.22,2
575866,24,94.80000000000001,2
575867,386,662.64,0
575868,433,653.22,0
575869,4,15.8,2
575870,131,276.26,2
575871,256,391.42,0
575874,56,61.36,2
575875,1181,3003.5699999999997,1
575877,116,416.56,2
575878,13,5.43,2
575880,412,488.65999999999997,0
575881,1,1.34,2
575884,200,359.12,2
575885,138,282.72,2
575886,313,479.0,0
575887,76,383.4,2
575889,106,184.26,2
575890,40,87.6,2
575891,138,191.04,2
575892,131,202.31,2
575893,118,194.38,2
575895,217,350.08,2
575896,363,661.96,0
575897,108,157.8,2
575898,123,285.53000000000003,2
575899,142,284.02,2
575900,6,5.84,2
575901,1,1.69,2
575902,441,425.02,0
575903,274,283.38,2
575904,66,162.22,2
575905,498,491.86,0
575906,83,96.92,2
575908,248,281.08,2
575910,2,3.0,2
575911,158,249.94,2
575914,274,356.26,0
575915,72,306.0,2
575917,384,574.86,0
575918,301,464.07,0
575919,431,1091.98,0
575922,260,479.8,0
575923,361,501.56,0
575924,89,149.23,2
575925,3,5.0,2
575928,6,7.5,2
575929,192,314.38,2
575930,1136,3223.0,1
575931,324,423.73,0
575932,255,424.37,0
575934,4,4.199999999999999,2
575935,188,234.4,2
575936,312,257.52,0
575937,207,267.66,2
575938,111,265.01,2
575939,177,303.79,2
575941,91,160.61,2
575942,357,312.91,0
575943,128,233.49,2
575944,232,430.82,0
575946,24,61.2,2
575947,471,1995.53,0
575948,29,41.05,2
575949,12,34.68,2
575950,181,292.79,2
575951,124,178.2,2
575952,238,200.68,2
575954,280,396.05,0
575955,56,95.76,2
575956,89,112.29,2
575957,105,101.97,2
575958,9,22.220000000000002,2
575959,550,970.78,0
575960,70,141.79,2
575961,33,99.98,2
575964,66,174.42000000000002,2
575965,325,342.95,0
575966,32,101.18,2
575967,1,2.95,2
575968,92,341.8,2
575969,191,228.97,2
575970,111,195.48000000000002,2
575971,138,308.1,2
575972,308,440.63,0
575973,474,839.5600000000001,0
575974,8,31.6,2
575975,231,552.37,0
575976,80,183.14000000000001,2
575977,82,133.31,2
575978,44,131.4,2
575979,132,116.64,2
575981,162,297.12,2
575982,29,101.25,2
575983,126,136.74,2
575984,68,141.44,2
575985,230,459.69,0
575986,120,230.1,2
575987,12,29.82,2
575988,52,75.0,2
575989,149,260.72,2
576014,145,243.22,2
576019,322,495.94,0
576025,72,121.4,2
576045,110,279.8,2
576051,712,1434.14,0
576052,188,305.44,2
576053,433,581.58,0
576054,58,86.82000000000001,2
576055,296,326.82,0
576056,125,282.15,2
576057,202,213.84,2
576058,24,68.4,2
576059,84,300.84,2
576060,68,179.67000000000002,2
576061,154,228.91,2
576062,694,855.06,0
576063,115,330.45,2
576064,69,123.08,2
576065,198,312.04,2
576066,131,167.67000000000002,2
576067,148,278.44,2
576068,187,296.75,2
576069,160,129.44,2
576070,385,512.76,0
576071,202,248.07,2
576073,144,105.44,2
576074,120,220.56,2
576075,400,483.90999999999997,0
576076,430,448.58,0
576077,132,139.03,2
576078,422,552.64,0
576079,68,124.82000000000001,2
576080,24,49.2,2
576081,241,291.36,2
576082,144,294.34000000000003,2
576083,124,160.8,2
576084,12,15.0,2
576085,146,218.72,2
576086,51,135.45,2
576087,335,584.98,0
576088,44,170.72,2
576089,99,303.63,2
576091,156,299.4,2
576092,276,353.76,0
576093,342,221.34,0
576094,116,165.48,2
576095,271,209.1,2
576096,22,40.6,2
576097,92,139.56,2
576098,292,494.48,0
576099,366,339.2,0
576111,24,78.0,2
576112,218,332.66,2
576121,87,247.09,2
576137,168,710.16,0
576141,168,276.42,2
576147,414,1030.9,0
576148,132,71.88,2
576172,228,971.16,0
576175,78,234.6,2
576176,134,246.11,2
576181,285,503.89,0
576182,92,100.22,2
576184,40,93.5,2
576186,52,157.3,2
576187,152,229.04,2
576188,52,106.56,2
576189,247,313.13,2
576190,60,129.08,2
576191,105,213.61,2
576196,98,129.42000000000002,2
576198,86,92.66,2
576200,143,226.85999999999999,2
576201,42,92.3,2
576202,60,196.20000000000002,2
576212,434,579.38,0
576213,243,220.67,2
576214,15,41.19,2
576215,140,269.12,2
576217,48,140.11,2
576219,48,107.28,2
576222,284,352.32,0
576224,108,142.92000000000002,2
576228,222,241.1,2
576236,140,289.52,2
576237,12,65.4,2
576238,3,6.24,2
576239,70,87.5,2
576245,220,447.12,0
576246,273,355.37,0
576249,143,284.71999999999997,2
576251,134,310.38,2
576252,545,596.55,0
576254,126,218.1,2
576255,291,333.4,0
576256,76,157.02,2
576259,118,307.42,2
576269,193,405.59,2
576274,78,186.82,2
576300,68,164.9,2
576301,141,234.78,2
576303,99,247.65,2
576317,114,134.16,2
576318,92,221.95,2
576321,150,252.09,2
576322,79,191.31,2
576323,141,271.95,2
576326,447,430.51,0
576327,67,170.03,2
576328,194,493.8,2
576329,1114,3019.32,1
576339,1815,5040.13,1
576345,335,563.53,0
576346,46,91.66000000000001,2
576347,2,8.2,2
576349,24,38.68,2
576351,98,208.16,2
576352,50,95.1,2
576353,159,300.79,2
576355,356,1016.5,0
576356,106,243.14000000000001,2
576357,171,314.27,2
576358,6,17.34,2
576359,24,61.2,2
576361,6,7.5,2
576362,259,557.73,0
576364,275,555.36,0
576365,79,414.05,2
576370,216,309.0,2
576371,116,165.56,2
576372,314,696.24,0
576373,23,113.73,2
576374,36,127.44,2
576376,124,163.12,2
576377,34,56.5,2
576378,138,290.01,2
576379,194,285.28,2
576380,94,84.74,2
576381,378,490.52,0
576382,9,32.550000000000004,2
576383,62,181.02,2
576384,54,162.82,2
576385,7,34.65,2
576387,46,141.4,2
576388,212,282.98,2
576390,54,102.9,2
576391,303,1311.94,0
576392,84,219.96,2
576394,10,70.8,2
576395,12,61.2,2
576396,103,242.22000000000003,2
576398,47,205.25,2
576399,437,423.99,0
576400,128,364.78000000000003,2
576403,31,80.35000000000001,2
576405,160,419.64000000000004,2
576406,411,412.74,0
576412,150,213.3,2
576447,184,259.6,2
576463,263,377.63,0
576503,126,276.1,2
576508,180,214.91,2
576510,46,111.06,2
576511,41,175.53,2
576513,117,193.78,2
576514,52,140.94,2
576516,122,202.6,2
576518,67,129.09,2
576519,66,141.66,2
576520,89,160.20000000000002,2
576521,300,935.4000000000001,0
576538,340,458.48,0
576539,25,123.75,2
576540,33,75.3,2
576543,164,256.3,2
576553,159,175.35,2
576554,181,249.34,2
576555,191,220.59,2
576556,163,269.53000000000003,2
576557,34,46.9,2
576558,36,59.760000000000005,2
576559,87,172.08,2
576560,216,258.74,2
576563,73,210.55,2
576564,89,263.57,2
576567,79,114.0,2
576568,104,213.78,2
576570,88,145.88,2
576571,104,186.8,2
576572,7,11.55,2
576573,146,104.1,2
576574,109,555.09,2
576575,120,291.34000000000003,2
576577,62,135.7,2
576581,283,541.13,0
576587,202,265.96,2
576588,5,5.8100000000000005,2
576589,245,383.09000000000003,2
576590,485,939.42,0
576592,251,474.68,0
576593,240,472.23,0
576595,102,81.78,2
576596,48,72.0,2
576597,311,786.73,0
576598,102,318.70000000000005,2
576599,431,719.76,0
576600,129,324.40000000000003,2
576601,22,81.54,2
576602,150,541.3,2
576603,190,433.38,2
576604,92,295.15,2
576605,65,205.89,2
576606,40,134.0,2
576607,522,638.86,0
576609,193,201.37,2
576610,42,27.9,2
576611,147,341.64,2
576612,2,5.9,2
576613,52,230.44,2
576614,121,250.04,2
576615,218,339.51,2
576616,28,49.2,2
576617,1352,3306.2599999999998,1
576618,1170,3073.02,1
576622,43,105.76,2
576624,178,396.0,2
576625,34,121.6,2
576626,220,369.88,2
576627,58,74.78,2
576628,222,291.88,2
576629,244,505.28000000000003,0
576630,90,181.98000000000002,2
576631,40,147.2,2
576633,105,281.51,2
576634,44,94.56,2
576635,24,118.8,2
576636,24,54.0,2
576637,4,27.0,2
576638,116,206.6,2
576639,140,269.7,2
576641,30,54.660000000000004,2
576642,53,112.71000000000001,2
576644,590,2550.22,1
576645,402,558.66,0
576646,188,333.2,2
576648,112,136.42000000000002,2
576649,77,129.35,2
576650,1297,1658.7,1
576651,169,458.77000000000004,2
576652,75,98.36,2
576653,24,30.0,2
576654,67,144.06,2
576655,153,335.53000000000003,2
576656,24,30.0,2
576657,259,355.02,0
576658,129,228.41,2
576660,60,201.8,2
576661,42,102.79,2
576663,66,188.58,2
576665,451,832.9,0
576666,2,4.2,2
576667,207,407.09000000000003,2
576669,24,59.760000000000005,2
576671,54,55.16,2
576672,214,551.4,0
576676,80,134.6,2
576677,143,319.86,2
576684,232,608.86,0
576686,257,352.3,2
576687,82,159.13,2
576688,766,1779.56,1
576689,195,211.57,2
576690,216,337.28000000000003,2
576692,130,187.52,2
576694,159,233.05,2
576695,99,177.93,2
576696,388,543.54,0
576704,27,97.82000000000001,2
576734,96,184.4,2
576736,24,70.80000000000001,2
576758,112,273.03999999999996,2
576768,60,349.8,2
576769,67,107.45,2
576770,101,166.00000000000003,2
576771,597,739.02,0
576772,24,183.6,2
576774,136,224.60000000000002,2
576778,114,199.76,2
576779,534,920.74,0
576780,123,288.76,2
576781,104,127.28,2
576783,235,475.13,0
576784,218,384.18,2
576786,53,59.989999999999995,2
576787,407,772.49,0
576789,72,28.08,2
576792,59,82.05000000000001,2
576809,156,242.22000000000003,2
576824,90,309.66,2
576826,36,49.8,2
576828,18,54.46,2
576829,33,114.50999999999999,2
576830,149,278.13,2
576832,111,152.07999999999998,2
576833,211,150.21,2
576834,193,389.41,2
576836,84,142.68,2
576837,1473,3925.88,1
576838,166,308.58,2
576840,1073,3051.2,1
576841,28,65.98,2
576842,190,281.76,2
576844,164,455.36,2
576845,44,200.2,2
576846,240,471.3,0
576847,132,270.96,2
576848,122,228.68,2
576849,7,23.55,2
576851,144,223.28,2
576852,194,294.32,2
576853,9,53.550000000000004,2
576854,36,42.36000000000001,2
576855,164,162.17000000000002,2
576857,129,171.07,2
576859,152,495.78000000000003,2
576860,591,749.2,0
576861,122,116.44,2
576862,125,290.81,2
576863,120,203.22,2
576864,179,200.78,2
576865,43,69.79,2
576867,119,247.05,2
576872,108,232.98000000000002,2
576873,101,86.44,2
576874,65,171.19000000000003,2
576875,70,145.6,2
576876,148,361.98,2
576877,24,6.959999999999999,2
576878,52,86.6,2
576879,92,275.08000000000004,2
576880,145,276.72,2
576881,137,252.81,2
576888,98,210.9,2
576889,148,292.67,2
576890,221,292.65,2
576891,42,120.9,2
576892,34,30.16,2
576893,104,154.88,2
576894,102,204.86,2
576896,18,53.1,2
576897,76,104.96000000000001,2
576899,235,604.33,0
576900,78,163.98000000000002,2
576901,87,194.55,2
576902,20,99.0,2
576904,77,161.63,2
576905,164,285.88,2
576906,407,558.64,0
576907,168,208.2,2
576909,447,662.52,0
576910,422,1597.44,0
576911,313,327.56,0
576912,60,108.36,2
576913,60,55.08,2
576914,46,45.699999999999996,2
576915,22,25.7,2
576916,104,254.8,2
576917,143,289.1,2
576920,230,419.36,2
576922,20,7.800000000000001,2
576923,24,102.0,2
576924,201,477.67,2
576926,138,316.34000000000003,2
576927,714,1356.78,0
576928,22,31.0,2
576929,54,112.78,2
576930,114,243.44,2
576931,322,267.94,0
576932,202,416.11,2
576933,240,311.04,2
576941,156,342.28000000000003,2
576948,180,443.54,2
576958,9,13.05,2
576971,146,175.1,2
576984,59,148.85,2
576995,62,194.66,2
577008,104,126.72000000000001,2
577009,153,433.79,2
577010,378,354.1,0
577011,24,30.0,2
577016,378,720.5,0
577018,6,47.7,2
577019,46,92.10000000000001,2
577020,139,270.07,2
577022,194,321.6,2
577023,208,392.0,2
577024,91,130.45,2
577025,171,323.37,2
577026,79,243.6,2
577027,36,106.2,2
577028,92,191.4,2
577029,451,486.41,0
577030,84,127.44,2
577031,170,301.64,2
577032,56,91.8,2
577033,225,393.75,2
577034,534,633.49,0
577035,126,341.15999999999997,2
577036,16,34.67,2
577038,345,393.28000000000003,0
577039,428,838.96,0
577043,90,174.9,2
577046,489,978.71,0
577047,18,53.10000000000001,2
577048,38,65.7,2
577049,100,254.88,2
577050,438,602.59,0
577051,109,136.98,2
577052,146,382.63,2
577053,185,351.99,2
577054,96,103.2,2
577055,72,319.8,2
577056,137,571.35,2
577057,246,380.41,2
577058,228,362.05,2
577059,92,135.36,2
577060,56,86.8,2
577061,377,750.84,0
577062,88,108.08,2
577063,75,239.85000000000002,2
577064,10,70.5,2
577065,53,146.35000000000002,2
577067,24,42.96,2
577069,10,19.16,2
577071,299,651.6,0
577072,20,79.80000000000001,2
577074,164,197.16,2
577076,95,138.75,2
577077,316,427.71,0
577078,1242,3521.5299999999997,1
577079,16,43.3,2
577080,136,334.2,2
577082,263,426.1,0
577083,57,73.71000000000001,2
577084,27,116.85,2
577085,82,131.54000000000002,2
577086,206,165.3,2
577089,72,153.4,2
577090,95,168.45,2
577091,41,98.05000000000001,2
577092,202,394.7,2
577093,144,336.36,2
577094,52,125.84,2
577095,143,205.52,2
577097,48,208.8,2
577098,70,175.0,2
577099,154,253.28,2
577100,20,59.0,2
577101,66,130.7,2
577103,22,53.7,2
577104,78,264.98,2
577105,118,186.18,2
577106,220,303.97,2
577107,302,692.26,0
577108,151,244.15,2
577109,206,253.62,2
577110,78,93.48,2
577121,297,445.19,0
577125,60,77.4,2
577126,917,1664.45,1
577127,192,445.08000000000004,2
577128,57,105.59,2
577129,24,46.8,2
577132,28,104.36,2
577133,56,39.2,2
577134,20,141.6,2
577135,42,75.24000000000001,2
577136,40,170.0,2
577138,6,17.700000000000003,2
577139,22,42.900000000000006,2
577140,18,55.6,2
577141,307,485.14,0
577142,171,344.51,2
577143,68,117.38,2
577146,10,65.5,2
577148,58,263.9,2
577150,410,1896.98,0
577152,250,422.6,0
577155,144,335.48,2
577156,415,525.13,0
577157,499,653.6,0
577158,132,300.68,2
577160,213,334.56,2
577161,116,245.4,2
577162,30,137.3,2
577165,112,112.32,2
577167,131,286.98,2
577169,90,110.46000000000001,2
577170,53,176.55,2
577171,517,609.33,0
577172,74,115.05,2
577173,246,404.78000000000003,0
577174,131,273.8,2
577175,120,199.66,2
577176,141,316.45,2
577177,2,4.16,2
577178,95,137.31,2
577179,16,92.4,2
577180,117,270.85,2
577182,186,304.7,2
577202,48,142.56,2
577217,200,168.60999999999999,2
577218,110,90.58,2
577228,263,406.88,0
577230,129,127.33,2
577231,6,22.5,2
577235,105,175.35,2
577252,238,215.51,2
577256,92,257.3,2
577258,107,213.93,2
577286,60,90.89,2
577295,82,191.8,2
577296,116,142.87,2
577297,212,277.56,2
577298,207,401.97,2
577299,80,108.0,2
577300,286,306.24,0
577301,9,30.450000000000003,2
577302,53,115.77,2
577303,308,745.9,0
577308,115,240.53,2
577309,269,379.19,0
577311,36,106.06,2
577312,322,657.34,0
577313,61,49.620000000000005,2
577314,209,436.59,2
577315,116,187.35,2
577316,400,893.9,0
577317,85,166.23,2
577318,281,763.13,0
577319,136,152.84,2
577320,257,379.65,0
577321,74,212.31,2
577324,223,278.41,2
577328,18,53.1,2
